Alert_ID,lat,lng,diseases,place_name,country,date,cases,link,Type,summary
8727289,-31.73,-55.98,Chicken Pox,"TacuarembÃ³, TacuarembÃ³, Uruguay",Uruguay,2025-09-12,33,https://www.subrayado.com.uy/msp-reporto-un-brote-varicela-33-casos-el-liceo-militar-tacuarembo-n987700,,"The Ministry of Public Health reported multiple outbreaks of chickenpox. The health authority noted that the incidence of the disease is in the alert zone. Vaccination against chickenpox has been available in Uruguay for many years and has had a positive impact on reducing severe cases. Chickenpox is transmitted through the air and direct contact, with the contagious period beginning before the appearance of skin rashes."
8727280,-32.80,-56.01,Chicken Pox,"Montevideo, Montevideo, Uruguay",Uruguay,2025-09-12,33,https://www.subrayado.com.uy/msp-reporto-un-brote-varicela-33-casos-el-liceo-militar-tacuarembo-n987700,,"The Ministry of Public Health reported several outbreaks of varicella. Some outbreaks occurred within families, while others were in educational and other institutions. Vaccination against varicella has been implemented in Uruguay, leading to a decrease in severe cases and hospitalizations."
8727313,28.15,-81.65,Hepatitis B,"string, Florida, United States",United States,2025-09-12,0,https://www.wusf.org/health-news-florida/2025-09-12/hepatitis-b-rising-florida-vaccine-soon-optional-infants,,"Florida is making the hepatitis B vaccine optional for infants, despite rising cases of the disease. This decision has raised concerns among medical professionals who emphasize the vaccine's safety and effectiveness. The state's move is part of a broader effort to remove vaccine mandates, a decision that has drawn criticism from medical organizations. Some parents express hesitancy about the vaccine, while health officials emphasize the importance of vaccination and the risks of misinformation."
8727337,-9.16,-75.88,Whooping Cough,"Lima, Lima, Peru",Peru,2025-09-11,2274,https://www.infobae.com/peru/2025/09/11/minsa-se-reusa-a-declarar-en-emergencia-a-datem-del-maranon-pese-a-muertes-de-30-menores-por-la-tos-ferina/,,"In Datem del MaraÃ±Ã³n, a region in Peru, an outbreak of whooping cough has led to calls for a health emergency declaration. Despite a significant increase in cases and deaths, the Ministry of Health has not yet responded to requests from indigenous leaders and other organizations to declare an emergency. These groups cite a lack of medical resources and infrastructure in remote communities as contributing factors to the crisis. Experts and community leaders believe the actual number of cases and deaths is higher than official reports indicate."
8727279,46.56,2.55,Measles,"Paris, ÃŽle-de-France, France",France,2025-09-11,828,https://www.franceinfo.fr/sante/la-rougeole-a-fait-deux-morts-et-plus-de-800-cas-depuis-debut-2025-en-france-en-forte-augmentation-par-rapport-a-2024_7486594.html,,"Measles cases in France have significantly increased in 2025 compared to the previous year, leading to fatalities. The rise in cases is linked to weakened vaccination rates and global trends. Despite a recent decrease in cases, the disease has caused serious complications and hospitalizations, particularly among young children and adults. The resurgence of measles is attributed to misinformation about vaccines and a lack of trust in health authorities, mirroring similar concerns in other countries."
8727240,-16.92,145.77,Measles,"Cairns, Queensland, Australia",Australia,2025-09-11,4,https://www.abc.net.au/news/2025-09-11/measles-outbreak-declared-in-cairns/105762482,,"Health officials in Far North Queensland have declared a measles outbreak and are urging travelers to Southeast Asia to get vaccinated. Cases in Cairns are linked to travel from Bali, and further cases are anticipated. A separate case has been confirmed in Townsville, also involving a traveler from overseas. Health officials are emphasizing the importance of vaccination, particularly for those traveling internationally, and are advising anyone with symptoms to seek medical attention while taking precautions to prevent further spread."
8727254,34.05,-118.24,Measles,"Los Angeles, California, United States",United States,2025-09-11,1,https://admin.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=5135,,"Following the death of a child from a measles-related complication, public health officials are urging residents to ensure their families are vaccinated against measles. The officials emphasize the severity of measles and its potential complications, particularly for infants. They highlight the importance of community immunity and recommend vaccination with the MMR vaccine, which is safe and effective. Residents are advised to check their immunization status, notify healthcare providers of potential exposures, and watch for symptoms. Measles spreads easily through the air, and common symptoms include fever, cough, runny nose, red eyes, and a rash."
8727196,-16.26,167.72,Whooping Cough,Vanuatu,Vanuatu,2025-09-09,368,https://reliefweb.int/map/world/epidemic-and-emerging-disease-alerts-pacific-9-september-2025,,"An outbreak of whooping cough was declared in Vanuatu, affecting multiple islands. The Ministry of Health has initiated a response, including activating emergency centers, engaging communities to promote vaccination, and implementing public health measures. They are collaborating with partners to raise awareness and improve immunization coverage, focusing on children."
8727204,9.59,8.11,Diphtheria,"Abuja, FCT, Nigeria",Nigeria,2025-09-09,136,https://www.vanguardngr.com/2025/09/diphtheria-outbreak-claims-10-lives-in-niger-state/,,"An outbreak of diphtheria has occurred in two local government areas of Niger State, resulting in fatalities. Residents are concerned and have called for government intervention to provide medication and curb the spread of the disease. The state government, with the help of health partners, is working to contain the outbreak and provide necessary medical care. The situation is reportedly under control."
8727206,39.27,-111.75,Measles,"Salt Lake City, Utah, United States",United States,2025-09-09,10,https://www.fox13now.com/news/local-news/northern-utah/over-2-000-utahns-potentially-exposed-to-measles-at-high-school-event,,"A measles outbreak has been linked to a high school cycling event in Utah. Health officials are alerting attendees to the potential exposure and encouraging them to check their vaccination status. The highly contagious nature of measles necessitates caution, with symptoms typically appearing within one to two weeks of exposure. Vaccinated individuals are considered well-protected."
8727238,39.97,-97.56,Measles,United States,United States,2025-09-09,4,https://www.kpcw.org/wasatch-county/2025-09-09/several-people-diagnosed-with-measles-after-soldier-hollow-biking-event,,"Following a cycling event, several unvaccinated individuals contracted measles. Health officials are monitoring for additional cases and emphasizing the importance of vaccination to prevent the spread of the highly contagious disease."
8725729,-22.00,-49.00,Hepatitis A,"São Paulo, São Paulo, Brazil",Brazil,2025-09-07,949,https://g1.globo.com/sp/sao-paulo/noticia/2025/07/09/estado-de-sp-registra-aumento-de-90percent-em-casos-de-hepatite-a-no-1-semestre-veja-como-se-prevenir.ghtml,,"In the first half of 2025, there was a significant increase in Hepatitis A cases in the state of São Paulo compared to the same period in 2024. Vaccination is the primary method of preventing the disease. While adult vaccinations increased, there was a decrease in vaccinations among children in the city of São Paulo. The State Health Department is monitoring the situation and working with municipalities to train healthcare professionals and conduct testing. "
8727120,50.08,14.44,Hepatitis A,"Prague, Czech Republic",Czech Republic,2025-09-06,505,https://g1.globo.com/sp/sao-paulo/noticia/2025/07/09/estado-de-sp-registra-aumento-de-90percent-em-casos-de-hepatite-a-no-1-semestre-veja-como-se-prevenir.ghtml,,"Prague is experiencing a significant outbreak of hepatitis A, the worst in nearly two decades. The city is responding with increased sanitation efforts, including cleaning public areas. Hospitals are reporting severe cases, emphasizing the need for vaccination and hygiene. Authorities are focused on protecting vulnerable populations and monitoring the situation, urging residents to take precautions to contain the spread."
8727126,30.92,34.87,Measles,"Tel Aviv, Tel Aviv District, Israel",Israel,2025-09-05,1,https://www.jpost.com/health-and-wellness/article-866497,,"The Health Ministry alerted the public about a measles-infected individual who traveled from New York to Tel Aviv. Passengers on the flight are advised to check their vaccination status. The ministry also recommended that certain vulnerable groups consult their healthcare providers. Measles is a highly contagious disease, and vaccinations will be available at hospitals and clinics."
8727148,31.02,-92.02,Whooping Cough,"Louisiana, United States",United States,2025-09-03,4,https://www.wwno.org/public-health/2025-09-03/louisianas-deadly-whooping-cough-outbreak-is-now-its-worst-in-35-years,,"In Louisiana, an ongoing whooping cough outbreak has become the worst in 35 years. Health officials are urging vaccination, especially for pregnant women and young children, due to the serious complications the illness can cause. Oregon is also experiencing a rise in whooping cough cases, potentially reaching a 70-year high. Public health officials recommend vaccination for pregnant women and children, and are concerned about rising rates of vaccine exemptions. Northern Nevada is also seeing an increase in whooping cough cases. Health officials are encouraging residents to stay up-to-date on vaccinations."
8727024,19.43,-99.14,Measles,"Ciudad de México, Distrito Federal, Mexico",Mexico,2025-09-01,4300,https://mexicobusiness.news/health/news/mexico-city-expands-vaccination-efforts-amid-measles-outbreak,,"Mexico City is increasing its vaccination efforts in response to a measles outbreak that has spread across the country. The Ministry of Health has established a phone service to help residents find vaccination sites. The vaccination campaign targets various age groups, including children, adolescents, and adults, with a focus on those lacking full immunization records or at higher risk. The government has purchased millions of vaccine doses to address the outbreak and is working to close the vaccination gap. Authorities are particularly focused on containing the spread in the state where the outbreak originated. Experts are concerned that continued transmission could jeopardize the country's measles-free certification. "
8726986,30.92,34.87,Measles,"Tel Aviv, Tel Aviv District, Israel",Israel,2025-09-01,770,https://stmegi.com/posts/129415/v-izraile-rastet-zabolevaemost-koryu/?utm_source=yxnews&utm_medium=desktop&utm_referrer=https,,"Measles cases are increasing in Israel. The Ministry of Health has reported a rise in cases, with some individuals requiring hospitalization. The Ministry is urging those who may have come into contact with infected individuals to get vaccinated. Measles is a highly contagious viral disease that can lead to serious complications. "
8726978,54.47,-2.02,Whooping Cough,"string, string, United Kingdom",United Kingdom,2025-08-31,1,https://www.theguardian.com/society/2025/aug/31/british-baby-dies-from-whooping-cough-as-vaccination-rates-fall,,"A baby in the UK has died from whooping cough, prompting concern as vaccination rates have declined. The UK Health Security Agency (UKHSA) is reminding the public of the severity of the disease, particularly for infants. Vaccination rates for children and pregnant women are below recommended levels, and the UK is below the World Health Organization's herd immunity threshold for childhood vaccines. The UKHSA is encouraging pregnant women to get vaccinated to protect their babies."
8727007,21.62,-79.04,Hepatitis A,"Havana, Havana, Cuba",Cuba,2025-08-31,0,https://www.cubaheadlines.com/articles/309999#google_vignette,,"A hepatitis outbreak is affecting a military unit in Cuba, primarily impacting newly recruited soldiers. Despite the severity of the situation, military authorities are attempting to conceal the outbreak, leading to a lack of transparency and causing concern among the families of the affected soldiers. The outbreak highlights poor sanitary conditions and inadequate management of the health crisis. The Ministry of Public Health has acknowledged a slight increase in hepatitis A cases nationwide and has issued recommendations for preventing the spread of the disease. "
8726977,-25.73,134.49,Whooping Cough,"Canberra, Australian Capital Territory, Australia",Australia,2025-08-30,19000,https://www.news.com.au/national/peak-medical-body-urges-vaccinations-as-whooping-cough-reaches-highest-outbreak-levels-since-1991/news-story/b4299c2c959f6d733ed836dea37bf8b4,,"Australia's peak medical body is urging vaccinations due to a significant outbreak of whooping cough, the worst in nearly three decades. The Australian Medical Association (AMA) considers the situation ""extremely concerning"" and emphasizes that vaccination is the most effective defense against the respiratory virus. They are urging pregnant women, parents, and caregivers to get vaccinated, as the disease can be life-threatening, especially for infants and young children. The AMA highlights the importance of immunization to protect communities and save lives, given below-target vaccination rates."
8726936,30.92,34.87,Measles,"Tel Aviv, Tel Aviv District, Israel",Israel,2025-08-29,0,https://www.timesofisrael.com/liveblog_entry/health-ministry-says-passengers-aboard-arkia-flight-from-budapest-to-tel-aviv-on-monday-were-exposed-to-measles-patient/,,"The Health Ministry announced that passengers on a recent flight from Budapest to Tel Aviv may have been exposed to measles. The ministry is urging individuals on the flight to verify their vaccination status due to the disease's contagious nature. Measles is a viral illness that can cause fever, malaise, and a rash, potentially leading to serious complications. "
8726951,54.67,-124.94,Hepatitis A,"British Columbia, Canada",Canada,2025-08-29,0,https://www.coastreporter.net/local-news/vch-issues-second-hepatitis-a-exposure-notification-for-sunshine-coast-11147238,,"Vancouver Coastal Health has issued two hepatitis A exposure notifications on the Sunshine Coast. The first notification is for a coffee shop, and the second is for a pizza restaurant. Individuals who consumed specific food items from these locations during the specified dates may have been exposed to the virus and are advised to monitor for symptoms and consider vaccination. "
8726967,9.59,8.11,Polio,"Abuja, FCT, Nigeria",Nigeria,2025-08-28,23,https://www.premiumtimesng.com/news/top-news/817213-despite-progress-polio-variant-lingers-in-nigerias-north-west-official.html,,"A vaccine-derived strain of the poliovirus continues to circulate in Nigeria's North West region, despite the country's previous success in eradicating the wild poliovirus. The government is implementing strategies to address the variant, including enhanced surveillance, vaccination campaigns, and integrated health services. Upcoming immunization rounds are planned, and state and local officials are assigned specific roles to ensure effective implementation. The government is also working to secure funding and address security concerns to support the eradication efforts. "
8726982,-6.73,147.00,Polio,"Lae, Morobe, Papua New Guinea",Papua New Guinea,2025-08-28,1,https://www.who.int/papuanewguinea/news/detail/28-08-2025-papua-new-guinea-confirms-first-human-case-of-polio-in-ongoing-outbreak,,"Papua New Guinea has confirmed its first human case of polio in an ongoing outbreak. To combat the spread, the country launched a nationwide immunization campaign targeting children with a specific vaccine. A second round of the campaign is planned, including a different type of vaccine. The country is also working to improve routine immunization, strengthen surveillance systems, and enhance sample collection. The World Health Organization and partners are supporting these efforts through digital tools and community engagement. The goal is to interrupt transmission and protect children from the disease. "
8726927,54.67,-124.94,Hepatitis A,"British Columbia, Canada",Canada,2025-08-28,0,https://www.coastreporter.net/local-news/vch-warns-of-possible-hepatitis-a-exposure-at-gibsons-location-11141564,,Vancouver Coastal Health (VCH) is alerting individuals who ate at a specific food truck at a Gibsons location during a specific time frame about potential exposure to hepatitis A. VCH recommends vaccination for those who dined at the food truck during a certain period. The health authority emphasizes that the risk to the public is low but advises monitoring for symptoms. Individuals experiencing symptoms should seek medical attention.
8726956,43.42,11.00,Whooping Cough,"Tuscany, Tuscany, Italy",Italy,2025-08-28,0,https://www.eurosurveillance.org/content/10.2807/1560-7917.ES.2025.30.34.2500062,,"This study investigated the impact of vaccination timing on pertussis hospitalizations in Tuscany, Italy, a region with high vaccination coverage. The research found a notable increase in pertussis cases, particularly among adolescents, in 2024. While most adolescents were vaccinated, many had not received the booster dose. The study highlights the importance of not only vaccination but also timely administration within the recommended schedule to prevent hospitalizations. The authors suggest that earlier vaccination, especially the adolescent booster, and strengthened surveillance are crucial for controlling pertussis outbreaks."
8726884,23.95,-102.53,Measles,"Mexico City, Mexico City, Mexico",Mexico,2025-08-27,3872,https://eltiempomx.com/noticia/2025/brote-de-sarampion-deja-15-muertes-y-mas-de-4-mil-casos-en-mexico.html,,"A measles outbreak has spread across multiple states and municipalities. The most affected groups are young children, young adults, and adults. While there is no specific treatment, most patients recover within a few weeks. However, the disease can cause serious complications, particularly in vulnerable populations. A vaccination campaign and mandatory vaccination for school attendance have been implemented in the most affected state. "
8726887,-2.64,120.94,Measles,"Jakarta, Jakarta, Indonesia",Indonesia,2025-08-27,2000,https://www.sb.by/articles/indoneziya-razvernula-kampaniyu-po-vaktsinatsii-protiv-kori-posle-smerti-ot-vspyshki-17-chelovek.html?utm_source=yxnews&utm_medium=desktop&utm_referrer=https,,"Indonesia launched a measles vaccination campaign following an outbreak that resulted in fatalities. The outbreak was concentrated in East Java, where a significant number of children were infected. The authorities attribute the outbreak to insufficient vaccination coverage, with a low percentage of children under five having received the measles vaccine in the previous year. "
8726908,15.91,47.60,Polio,"Sanaa, Sanaa, Yemen",Yemen,2025-08-27,29,https://www.cratar.net/archives/395666,,"The World Health Organization reported new cases of polio in Yemen last week, caused by a circulating vaccine-derived polio virus. This brings the total number of cases in Yemen to a higher number since the start of the year. "
8726905,60.72,8.75,Hepatitis A,"Oslo, Oslo, Norway",Norway,2025-08-27,0,https://www.foodsafetynews.com/2025/08/norwegian-hepatitis-a-outbreak-sickens-38-restaurant-reopens/,,"A restaurant in Norway has reopened after being linked to a hepatitis A outbreak. Health officials are investigating the source of the outbreak, which has affected multiple individuals. The restaurant implemented infection control measures, including employee vaccinations and disinfection, before reopening. The owner stated that the closure period was used to improve food safety. Hepatitis A is a virus that can cause a liver infection, with symptoms varying in severity and duration. "
8727000,24.11,-102.68,Whooping Cough,"null, null, United States",United States,2025-08-26,0,https://www.paho.org/en/news/26-8-2025-paho-calls-strengthened-vaccination-and-surveillance-amid-spread-antibiotic,,"PAHO is urging countries in the Americas to strengthen vaccination efforts and surveillance systems due to the resurgence of pertussis and the emergence of antimicrobial-resistant strains. The organization emphasizes the importance of vaccination, responsible antibiotic use, and early detection to prevent the disease from becoming a serious public health threat. Challenges include the reduced effectiveness of standard treatments due to genetic mutations in the bacteria. PAHO recommends bolstering diagnostic capacity, enhancing training for health personnel, and establishing active surveillance systems to address the issue."
8726906,-21.10,55.60,Whooping Cough,"Saint-Denis, RÃ©union",Réunion,2025-08-25,70,https://www.lareunion.ars.sante.fr/recrudescence-de-la-coqueluche-la-reunion-la-vaccination-fortement-recommandee-1,,"Pertussis, a highly contagious respiratory infection, is on the rise in Reunion Island. The Regional Health Agency (ARS) emphasizes that vaccination is the best defense against severe forms of the illness. Vaccination is recommended for the entire population, with specific guidelines for infants, pregnant women, and adults, including booster shots at various ages and for those in close contact with infants."
8726855,23.03,72.62,Hepatitis A,"Ahmedabad, Gujarat, India",India,2025-08-25,0,https://timesofindia.indiatimes.com/city/ahmedabad/hepatitis-a-cases-spike-in-ahmedabad-civil-hospital-records-224-hepatitis-a-cases/articleshow/123488777.cms,,"Hepatitis A cases have increased in the city during the monsoon season. Doctors report a rise in both hospitalizations and outpatient treatments. The illness can cause severe symptoms, including jaundice and disorientation, and is often linked to contaminated water, food, or ice. Experts emphasize the importance of timely medical intervention. "
8726808,-2.64,120.94,Measles,Indonesia,Indonesia,2025-08-23,0,https://lifestyle.kompas.com/read/2025/08/23/125000320/wabah-di-sumenep--kenali-perbedaan-campak-dan-campak-jerman,,"An outbreak of measles in Sumenep, East Java, has prompted a government declaration of an extraordinary event. The spread is partly attributed to missed immunizations during the COVID-19 pandemic. The article highlights the importance of the MR (Measles and Rubella) vaccine to protect children from measles and German measles, which are often confused. Measles is a highly contagious disease that can cause serious complications, while German measles, or rubella, is generally milder but poses significant risks to pregnant women. The MR vaccine is the only effective way to prevent both diseases. "
8726762,44.50,-90.00,Measles,"Wisconsin, Wisconsin, United States",United States,2025-08-22,9,https://www.wpr.org/news/dhs-5-new-cases-of-measles-linked-to-oconto-county-outbreak,,An outbreak of measles in northeast Wisconsin has been linked to a previously identified cluster of cases. Health officials are reporting new infections connected to the initial outbreak. The disease is highly contagious and can spread through the air. Vaccination is highly effective in preventing the illness. State health officials are advising people to check their immunization records.
8726767,0.53,37.86,Measles,"Nairobi, Nairobi Area, Kenya",Kenya,2025-08-22,0,https://www.the-star.co.ke/health/2025-08-22-kenya-reports-measles-outbreak#google_vignette,,"A measles outbreak has been reported in Malindi Sub-County, Kenya, due to low childhood immunization coverage. Health officials are conducting a mop-up exercise to administer measles vaccines to those who missed the recent campaign. They are also concerned about the spread of Mpox and low uptake of the HPV vaccine. Officials are urging parents and stakeholders to prioritize vaccinations to prevent further outbreaks of preventable diseases. Religious leaders are also supporting the campaign to dispel myths and encourage vaccination. "
8726761,46.56,2.55,Hepatitis A,"Paris, Île-de-France, France",France,2025-08-22,0,https://www.vax-before-travel.com/2025/08/22/lyons-hepatitis-outbreak-impacts-73-people,,"A hepatitis A outbreak has been reported in the Rhône department of France, representing a significant increase in cases compared to the previous year. This outbreak follows a pattern of increased hepatitis A cases in Europe since 2016. Health officials recommend vaccination for travelers, particularly those engaging in higher-risk activities or planning to eat street food. "
8726705,6.06,47.86,Diphtheria,"Mogadishu, Banaadir, Somalia",Somalia,2025-08-20,1600,https://en.goobjoog.com/somalia-records-sharp-rise-in-diphtheria-cases-amid-aid-cuts-and-vaccine-shortages/,,"Somalia is experiencing a significant increase in diphtheria cases and deaths. Health officials attribute the outbreak to vaccine shortages and reduced international aid, particularly from the United States. Humanitarian agencies report that aid cuts have led to clinic closures, leaving communities vulnerable to various diseases. The Somali government plans to launch a new vaccination drive. "
8726712,-10.77,-53.09,Diphtheria,"Brasilia, Distrito Federal, Brazil",Brazil,2025-08-20,0,https://www.mdpi.com/2079-6382/14/8/843,,"This study reports the first detection and characterization of specific strains of _Corynebacterium ulcerans_ in domestic animals in Brazil. Researchers used various methods, including genetic sequencing and antimicrobial testing, to analyze the strains. The study identified a resistance mechanism to ciprofloxacin and found that the strains shared genetic similarities, suggesting potential spread. The findings emphasize the importance of monitoring and further research on the virulence and resistance of these strains. "
8726726,6.06,47.86,Diphtheria,"Mogadishu, Banaadir, Somalia",Somalia,2025-08-19,1600,http://bit.ly/3JjyxJ9/,,"Somalia is experiencing a rise in diphtheria cases and deaths. The government faces challenges in obtaining vaccines due to global shortages and reduced funding from international donors, including the United States. The closure of health clinics due to aid cuts has exacerbated the situation, leading to an increase in various infectious diseases. The Somali government has also been criticized for its low health sector funding. "
8726677,30.92,34.87,Measles,"Tel Aviv, Tel Aviv District, Israel",Israel,2025-08-19,618,https://www.timesofisrael.com/liveblog_entry/health-ministry-says-it-has-tracked-618-measles-cases-since-outbreak-began-3-months-ago/,,"A measles outbreak in Israel has led to hospitalizations, with most patients being unvaccinated children. The Health Ministry has issued a public health advisory regarding potential exposure on a specific bus route and recommends that individuals confirm their vaccination status. Measles is a highly contagious disease that can cause serious complications. "
8726704,36.62,127.73,Measles,"Seoul, Seoul, South Korea",South Korea,2025-08-19,68,https://www.itij.com/latest/news/south-korea-reports-rise-domestic-measles-cases-linked-overseas-travel,,"South Korea is experiencing an increase in domestic measles cases, primarily linked to travel to countries with higher rates of the virus. Health officials are advising travelers to take preventative measures and get vaccinated due to the highly contagious nature of measles and its associated symptoms. "
8726699,-16.26,167.72,Whooping Cough,"Port Vila, Shefa Province, Vanuatu",Vanuatu,2025-08-19,16,https://www.dailypost.vu/news/whooping-cough-outbreak-confirmed-16-suspected-cases-3-in-critical-care/article_6c716f25-0370-5a50-a421-8f0984910675.html,,"An outbreak of whooping cough has been confirmed, prompting increased surveillance and a call for parents to ensure their children are vaccinated. The Ministry of Health is urging prompt treatment for suspected cases and advising preventative measures such as handwashing and avoiding close contact with infected individuals. Vaccination is emphasized as the most effective prevention method, with a recommendation for the Pentavalent vaccine."
8726709,39.97,-97.56,Respiratory Syncytial Virus,"Kansas City, Missouri, United States",United States,2025-08-19,0,https://www.aap.org/en/news-room/news-releases/aap/2025/the-american-academy-of-pediatrics-releases-its-own-evidence-based-immunization-schedule/,,"The American Academy of Pediatrics (AAP) has released an updated immunization schedule for children and adolescents. This schedule provides evidence-based recommendations for immunizations against 18 diseases, including updated guidance for influenza, RSV, and COVID-19. The AAP's recommendations differ from those of the CDC and are intended to support pediatricians in caring for children. The AAP also emphasizes the importance of insurance coverage for all recommended vaccines and will provide a parent-friendly version of the schedule."
8726670,42.16,-82.73,Hepatitis A,"Essex County, Ontario, Canada",Canada,2025-08-18,0,https://windsornewstoday.ca/windsor/news/2025/08/18/tecumseh-restaurant-speaks-out-after-hepatitis-a-exposure,,"A restaurant in Tecumseh, Ontario, is addressing a public health notice regarding a worker's exposure to hepatitis A. The restaurant owner stated that the worker did not return to work once symptoms appeared and that the restaurant took immediate health and safety precautions. The owner emphasized that the restaurant remains a safe environment and that no one at the restaurant contracted the virus. "
8726706,47.01,28.86,Measles,"Chisinau, Chisinau, Moldova",Moldova,2025-08-18,0,https://ipn.md/en/suspected-case-of-measles-in-a-child-from-chisinau/,,"A child in Chisinau is suspected of having measles after receiving the first dose of the vaccine. While the child is not in danger, laboratory test results are pending. Local authorities note that a complete vaccination cycle is necessary for full immunity and that infectious diseases remain a concern in the capital. They advise parents to monitor their children's health as the school year begins. "
